year,state,sector,gender,indicator,value
2023-24,Andhra Pradesh,Rural,Male,Unemployment Rate,3.8
2023-24,Arunachal Pradesh,Rural,Male,Unemployment Rate,5.4
2023-24,Assam,Rural,Male,Unemployment Rate,3.6
2023-24,Bihar,Rural,Male,Unemployment Rate,3.3
2023-24,Chhattisgarh,Rural,Male,Unemployment Rate,1.6
2023-24,Delhi,Rural,Male,Unemployment Rate,3.6
2023-24,Goa,Rural,Male,Unemployment Rate,7.1
2023-24,Gujarat,Rural,Male,Unemployment Rate,0.5
2023-24,Haryana,Rural,Male,Unemployment Rate,3.6
2023-24,Himachal Pradesh,Rural,Male,Unemployment Rate,3.2
2023-24,Jharkhand,Rural,Male,Unemployment Rate,0.8
2023-24,Karnataka,Rural,Male,Unemployment Rate,2.5
2023-24,Kerala,Rural,Male,Unemployment Rate,4.6
2023-24,Madhya Pradesh,Rural,Male,Unemployment Rate,0.6
2023-24,Maharashtra,Rural,Male,Unemployment Rate,2.8
2023-24,Manipur,Rural,Male,Unemployment Rate,4.7
2023-24,Meghalaya,Rural,Male,Unemployment Rate,3.6
2023-24,Mizoram,Rural,Male,Unemployment Rate,1.5
2023-24,Nagaland,Rural,Male,Unemployment Rate,5.5
2023-24,Odisha,Rural,Male,Unemployment Rate,2.9
2023-24,Punjab,Rural,Male,Unemployment Rate,5.1
2023-24,Rajasthan,Rural,Male,Unemployment Rate,3.5
2023-24,Sikkim,Rural,Male,Unemployment Rate,2.7
2023-24,Tamil Nadu,Rural,Male,Unemployment Rate,3.5
2023-24,Telangana,Rural,Male,Unemployment Rate,3.7
2023-24,Tripura,Rural,Male,Unemployment Rate,1.6
2023-24,Uttarakhand,Rural,Male,Unemployment Rate,4.8
2023-24,Uttar Pradesh,Rural,Male,Unemployment Rate,2.6
2023-24,West Bengal,Rural,Male,Unemployment Rate,2.2
2023-24,Andaman & N. Island,Rural,Male,Unemployment Rate,6.9
2023-24,Dadra & Nagar Haveli & Daman & Diu,Rural,Male,Unemployment Rate,4.2
2023-24,Jammu & Kashmir,Rural,Male,Unemployment Rate,3.5
2023-24,Ladakh,Rural,Male,Unemployment Rate,2.0
2023-24,Lakshadweep,Rural,Male,Unemployment Rate,1.2
2023-24,Puducherry,Rural,Male,Unemployment Rate,0.1
2023-24,Andhra Pradesh,Rural,Female,Unemployment Rate,2.9
2023-24,Arunachal Pradesh,Rural,Female,Unemployment Rate,4.6
2023-24,Assam,Rural,Female,Unemployment Rate,3.5
2023-24,Bihar,Rural,Female,Unemployment Rate,1.0
2023-24,Chhattisgarh,Rural,Female,Unemployment Rate,1.3
2023-24,Delhi,Rural,Female,Unemployment Rate,19.5
2023-24,Goa,Rural,Female,Unemployment Rate,13.8
2023-24,Gujarat,Rural,Female,Unemployment Rate,0.2
2023-24,Haryana,Rural,Female,Unemployment Rate,1.7
2023-24,Himachal Pradesh,Rural,Female,Unemployment Rate,7.0
2023-24,Jharkhand,Rural,Female,Unemployment Rate,0.1
2023-24,Karnataka,Rural,Female,Unemployment Rate,0.9
2023-24,Kerala,Rural,Female,Unemployment Rate,12.1
2023-24,Madhya Pradesh,Rural,Female,Unemployment Rate,0.3
2023-24,Maharashtra,Rural,Female,Unemployment Rate,1.1
2023-24,Manipur,Rural,Female,Unemployment Rate,6.6
2023-24,Meghalaya,Rural,Female,Unemployment Rate,6.6
2023-24,Mizoram,Rural,Female,Unemployment Rate,1.0
2023-24,Nagaland,Rural,Female,Unemployment Rate,5.8
2023-24,Odisha,Rural,Female,Unemployment Rate,2.0
2023-24,Punjab,Rural,Female,Unemployment Rate,6.2
2023-24,Rajasthan,Rural,Female,Unemployment Rate,2.7
2023-24,Sikkim,Rural,Female,Unemployment Rate,1.6
2023-24,Tamil Nadu,Rural,Female,Unemployment Rate,2.7
2023-24,Telangana,Rural,Female,Unemployment Rate,3.1
2023-24,Tripura,Rural,Female,Unemployment Rate,1.2
2023-24,Uttarakhand,Rural,Female,Unemployment Rate,2.7
2023-24,Uttar Pradesh,Rural,Female,Unemployment Rate,1.5
2023-24,West Bengal,Rural,Female,Unemployment Rate,2.3
2023-24,Andaman & N. Island,Rural,Female,Unemployment Rate,16.6
2023-24,Dadra & Nagar Haveli & Daman & Diu,Rural,Female,Unemployment Rate,0.0
2023-24,Jammu & Kashmir,Rural,Female,Unemployment Rate,7.1
2023-24,Ladakh,Rural,Female,Unemployment Rate,6.6
2023-24,Lakshadweep,Rural,Female,Unemployment Rate,49.1
2023-24,Puducherry,Rural,Female,Unemployment Rate,4.7
2023-24,Andhra Pradesh,Rural,Person,Unemployment Rate,3.4
2023-24,Arunachal Pradesh,Rural,Person,Unemployment Rate,5.1
2023-24,Assam,Rural,Person,Unemployment Rate,3.5
2023-24,Bihar,Rural,Person,Unemployment Rate,2.6
2023-24,Chhattisgarh,Rural,Person,Unemployment Rate,1.5
2023-24,Delhi,Rural,Person,Unemployment Rate,6.0
2023-24,Goa,Rural,Person,Unemployment Rate,8.9
2023-24,Gujarat,Rural,Person,Unemployment Rate,0.4
2023-24,Haryana,Rural,Person,Unemployment Rate,3.1
2023-24,Himachal Pradesh,Rural,Person,Unemployment Rate,5.0
2023-24,Jharkhand,Rural,Person,Unemployment Rate,0.5
2023-24,Karnataka,Rural,Person,Unemployment Rate,1.9
2023-24,Kerala,Rural,Person,Unemployment Rate,7.7
2023-24,Madhya Pradesh,Rural,Person,Unemployment Rate,0.5
2023-24,Maharashtra,Rural,Person,Unemployment Rate,2.1
2023-24,Manipur,Rural,Person,Unemployment Rate,5.5
2023-24,Meghalaya,Rural,Person,Unemployment Rate,5.0
2023-24,Mizoram,Rural,Person,Unemployment Rate,1.3
2023-24,Nagaland,Rural,Person,Unemployment Rate,5.7
2023-24,Odisha,Rural,Person,Unemployment Rate,2.6
2023-24,Punjab,Rural,Person,Unemployment Rate,5.4
2023-24,Rajasthan,Rural,Person,Unemployment Rate,3.1
2023-24,Sikkim,Rural,Person,Unemployment Rate,2.2
2023-24,Tamil Nadu,Rural,Person,Unemployment Rate,3.1
2023-24,Telangana,Rural,Person,Unemployment Rate,3.5
2023-24,Tripura,Rural,Person,Unemployment Rate,1.4
2023-24,Uttarakhand,Rural,Person,Unemployment Rate,3.9
2023-24,Uttar Pradesh,Rural,Person,Unemployment Rate,2.2
2023-24,West Bengal,Rural,Person,Unemployment Rate,2.2
2023-24,Andaman & N. Island,Rural,Person,Unemployment Rate,10.6
2023-24,Dadra & Nagar Haveli & Daman & Diu,Rural,Person,Unemployment Rate,2.3
2023-24,Jammu & Kashmir,Rural,Person,Unemployment Rate,5.0
2023-24,Ladakh,Rural,Person,Unemployment Rate,3.9
2023-24,Lakshadweep,Rural,Person,Unemployment Rate,8.3
2023-24,Puducherry,Rural,Person,Unemployment Rate,1.9
2023-24,Andhra Pradesh,Urban,Male,Unemployment Rate,5.5
2023-24,Arunachal Pradesh,Urban,Male,Unemployment Rate,9.4
2023-24,Assam,Urban,Male,Unemployment Rate,5.7
2023-24,Bihar,Urban,Male,Unemployment Rate,6.8
2023-24,Chhattisgarh,Urban,Male,Unemployment Rate,6.4
2023-24,Delhi,Urban,Male,Unemployment Rate,2.2
2023-24,Goa,Urban,Male,Unemployment Rate,3.8
2023-24,Gujarat,Urban,Male,Unemployment Rate,2.0
2023-24,Haryana,Urban,Male,Unemployment Rate,4.1
2023-24,Himachal Pradesh,Urban,Male,Unemployment Rate,4.8
2023-24,Jharkhand,Urban,Male,Unemployment Rate,5.8
2023-24,Karnataka,Urban,Male,Unemployment Rate,4.1
2023-24,Kerala,Urban,Male,Unemployment Rate,4.2
2023-24,Madhya Pradesh,Urban,Male,Unemployment Rate,2.9
2023-24,Maharashtra,Urban,Male,Unemployment Rate,4.9
2023-24,Manipur,Urban,Male,Unemployment Rate,5.6
2023-24,Meghalaya,Urban,Male,Unemployment Rate,8.9
2023-24,Mizoram,Urban,Male,Unemployment Rate,3.2
2023-24,Nagaland,Urban,Male,Unemployment Rate,11.1
2023-24,Odisha,Urban,Male,Unemployment Rate,5.6
2023-24,Punjab,Urban,Male,Unemployment Rate,4.7
2023-24,Rajasthan,Urban,Male,Unemployment Rate,6.5
2023-24,Sikkim,Urban,Male,Unemployment Rate,1.7
2023-24,Tamil Nadu,Urban,Male,Unemployment Rate,3.2
2023-24,Telangana,Urban,Male,Unemployment Rate,6.0
2023-24,Tripura,Urban,Male,Unemployment Rate,2.7
2023-24,Uttarakhand,Urban,Male,Unemployment Rate,3.5
2023-24,Uttar Pradesh,Urban,Male,Unemployment Rate,5.7
2023-24,West Bengal,Urban,Male,Unemployment Rate,2.6
2023-24,Andaman & N. Island,Urban,Male,Unemployment Rate,7.0
2023-24,Chandigarh,Urban,Male,Unemployment Rate,3.9
2023-24,Dadra & Nagar Haveli & Daman & Diu,Urban,Male,Unemployment Rate,2.0
2023-24,Jammu & Kashmir,Urban,Male,Unemployment Rate,4.8
2023-24,Ladakh,Urban,Male,Unemployment Rate,5.6
2023-24,Lakshadweep,Urban,Male,Unemployment Rate,11.1
2023-24,Puducherry,Urban,Male,Unemployment Rate,6.3
2023-24,Andhra Pradesh,Urban,Female,Unemployment Rate,6.9
2023-24,Arunachal Pradesh,Urban,Female,Unemployment Rate,18.1
2023-24,Assam,Urban,Female,Unemployment Rate,11.8
2023-24,Bihar,Urban,Female,Unemployment Rate,9.2
2023-24,Chhattisgarh,Urban,Female,Unemployment Rate,10.6
2023-24,Delhi,Urban,Female,Unemployment Rate,1.1
2023-24,Goa,Urban,Female,Unemployment Rate,18.6
2023-24,Gujarat,Urban,Female,Unemployment Rate,3.3
2023-24,Haryana,Urban,Female,Unemployment Rate,3.3
2023-24,Himachal Pradesh,Urban,Female,Unemployment Rate,18.2
2023-24,Jharkhand,Urban,Female,Unemployment Rate,5.8
2023-24,Karnataka,Urban,Female,Unemployment Rate,4.4
2023-24,Kerala,Urban,Female,Unemployment Rate,10.9
2023-24,Madhya Pradesh,Urban,Female,Unemployment Rate,2.6
2023-24,Maharashtra,Urban,Female,Unemployment Rate,6.0
2023-24,Manipur,Urban,Female,Unemployment Rate,10.3
2023-24,Meghalaya,Urban,Female,Unemployment Rate,20.6
2023-24,Mizoram,Urban,Female,Unemployment Rate,3.9
2023-24,Nagaland,Urban,Female,Unemployment Rate,11.6
2023-24,Odisha,Urban,Female,Unemployment Rate,9.7
2023-24,Punjab,Urban,Female,Unemployment Rate,8.6
2023-24,Rajasthan,Urban,Female,Unemployment Rate,10.9
2023-24,Sikkim,Urban,Female,Unemployment Rate,6.9
2023-24,Tamil Nadu,Urban,Female,Unemployment Rate,6.0
2023-24,Telangana,Urban,Female,Unemployment Rate,10.4
2023-24,Tripura,Urban,Female,Unemployment Rate,4.4
2023-24,Uttarakhand,Urban,Female,Unemployment Rate,13.0
2023-24,Uttar Pradesh,Urban,Female,Unemployment Rate,11.0
2023-24,West Bengal,Urban,Female,Unemployment Rate,5.0
2023-24,Andaman & N. Island,Urban,Female,Unemployment Rate,28.6
2023-24,Chandigarh,Urban,Female,Unemployment Rate,15.3
2023-24,Dadra & Nagar Haveli & Daman & Diu,Urban,Female,Unemployment Rate,3.8
2023-24,Jammu & Kashmir,Urban,Female,Unemployment Rate,27.2
2023-24,Ladakh,Urban,Female,Unemployment Rate,34.4
2023-24,Lakshadweep,Urban,Female,Unemployment Rate,27.2
2023-24,Puducherry,Urban,Female,Unemployment Rate,6.9
2023-24,Andhra Pradesh,Urban,Person,Unemployment Rate,5.9
2023-24,Arunachal Pradesh,Urban,Person,Unemployment Rate,12.8
2023-24,Assam,Urban,Person,Unemployment Rate,7.4
2023-24,Bihar,Urban,Person,Unemployment Rate,7.3
2023-24,Chhattisgarh,Urban,Person,Unemployment Rate,7.6
2023-24,Delhi,Urban,Person,Unemployment Rate,2.0
2023-24,Goa,Urban,Person,Unemployment Rate,8.2
2023-24,Gujarat,Urban,Person,Unemployment Rate,2.3
2023-24,Haryana,Urban,Person,Unemployment Rate,4.0
2023-24,Himachal Pradesh,Urban,Person,Unemployment Rate,9.0
2023-24,Jharkhand,Urban,Person,Unemployment Rate,5.8
2023-24,Karnataka,Urban,Person,Unemployment Rate,4.2
2023-24,Kerala,Urban,Person,Unemployment Rate,6.7
2023-24,Madhya Pradesh,Urban,Person,Unemployment Rate,2.8
2023-24,Maharashtra,Urban,Person,Unemployment Rate,5.2
2023-24,Manipur,Urban,Person,Unemployment Rate,7.5
2023-24,Meghalaya,Urban,Person,Unemployment Rate,14.0
2023-24,Mizoram,Urban,Person,Unemployment Rate,3.4
2023-24,Nagaland,Urban,Person,Unemployment Rate,11.3
2023-24,Odisha,Urban,Person,Unemployment Rate,6.8
2023-24,Punjab,Urban,Person,Unemployment Rate,5.6
2023-24,Rajasthan,Urban,Person,Unemployment Rate,7.7
2023-24,Sikkim,Urban,Person,Unemployment Rate,3.0
2023-24,Tamil Nadu,Urban,Person,Unemployment Rate,4.1
2023-24,Telangana,Urban,Person,Unemployment Rate,7.3
2023-24,Tripura,Urban,Person,Unemployment Rate,3.2
2023-24,Uttarakhand,Urban,Person,Unemployment Rate,5.8
2023-24,Uttar Pradesh,Urban,Person,Unemployment Rate,6.7
2023-24,West Bengal,Urban,Person,Unemployment Rate,3.3
2023-24,Andaman & N. Island,Urban,Person,Unemployment Rate,13.5
2023-24,Chandigarh,Urban,Person,Unemployment Rate,7.1
2023-24,Dadra & Nagar Haveli & Daman & Diu,Urban,Person,Unemployment Rate,2.3
2023-24,Jammu & Kashmir,Urban,Person,Unemployment Rate,11.4
2023-24,Ladakh,Urban,Person,Unemployment Rate,13.4
2023-24,Lakshadweep,Urban,Person,Unemployment Rate,13.8
2023-24,Puducherry,Urban,Person,Unemployment Rate,6.5
2023-24,Andhra Pradesh,Rural+Urban,Male,Unemployment Rate,4.3
2023-24,Arunachal Pradesh,Rural+Urban,Male,Unemployment Rate,6.1
2023-24,Assam,Rural+Urban,Male,Unemployment Rate,3.8
2023-24,Bihar,Rural+Urban,Male,Unemployment Rate,3.6
2023-24,Chhattisgarh,Rural+Urban,Male,Unemployment Rate,2.6
2023-24,Delhi,Rural+Urban,Male,Unemployment Rate,2.2
2023-24,Goa,Rural+Urban,Male,Unemployment Rate,5.2
2023-24,Gujarat,Rural+Urban,Male,Unemployment Rate,1.1
2023-24,Haryana,Rural+Urban,Male,Unemployment Rate,3.8
2023-24,Himachal Pradesh,Rural+Urban,Male,Unemployment Rate,3.4
2023-24,Jharkhand,Rural+Urban,Male,Unemployment Rate,1.8
2023-24,Karnataka,Rural+Urban,Male,Unemployment Rate,3.1
2023-24,Kerala,Rural+Urban,Male,Unemployment Rate,4.4
2023-24,Madhya Pradesh,Rural+Urban,Male,Unemployment Rate,1.1
2023-24,Maharashtra,Rural+Urban,Male,Unemployment Rate,3.7
2023-24,Manipur,Rural+Urban,Male,Unemployment Rate,5.0
2023-24,Meghalaya,Rural+Urban,Male,Unemployment Rate,4.3
2023-24,Mizoram,Rural+Urban,Male,Unemployment Rate,2.2
2023-24,Nagaland,Rural+Urban,Male,Unemployment Rate,7.0
2023-24,Odisha,Rural+Urban,Male,Unemployment Rate,3.3
2023-24,Punjab,Rural+Urban,Male,Unemployment Rate,4.9
2023-24,Rajasthan,Rural+Urban,Male,Unemployment Rate,4.3
2023-24,Sikkim,Rural+Urban,Male,Unemployment Rate,2.5
2023-24,Tamil Nadu,Rural+Urban,Male,Unemployment Rate,3.4
2023-24,Telangana,Rural+Urban,Male,Unemployment Rate,4.6
2023-24,Tripura,Rural+Urban,Male,Unemployment Rate,1.7
2023-24,Uttarakhand,Rural+Urban,Male,Unemployment Rate,4.5
2023-24,Uttar Pradesh,Rural+Urban,Male,Unemployment Rate,3.3
2023-24,West Bengal,Rural+Urban,Male,Unemployment Rate,2.3
2023-24,Andaman & N. Island,Rural+Urban,Male,Unemployment Rate,7.0
2023-24,Chandigarh,Rural+Urban,Male,Unemployment Rate,3.9
2023-24,Dadra & Nagar Haveli & Daman & Diu,Rural+Urban,Male,Unemployment Rate,2.9
2023-24,Jammu & Kashmir,Rural+Urban,Male,Unemployment Rate,3.8
2023-24,Ladakh,Rural+Urban,Male,Unemployment Rate,2.6
2023-24,Lakshadweep,Rural+Urban,Male,Unemployment Rate,7.7
2023-24,Puducherry,Rural+Urban,Male,Unemployment Rate,3.9
2023-24,Andhra Pradesh,Rural+Urban,Female,Unemployment Rate,3.7
2023-24,Arunachal Pradesh,Rural+Urban,Female,Unemployment Rate,6.2
2023-24,Assam,Rural+Urban,Female,Unemployment Rate,4.1
2023-24,Bihar,Rural+Urban,Female,Unemployment Rate,1.4
2023-24,Chhattisgarh,Rural+Urban,Female,Unemployment Rate,2.4
2023-24,Delhi,Rural+Urban,Female,Unemployment Rate,1.5
2023-24,Goa,Rural+Urban,Female,Unemployment Rate,16.7
2023-24,Gujarat,Rural+Urban,Female,Unemployment Rate,1.0
2023-24,Haryana,Rural+Urban,Female,Unemployment Rate,2.2
2023-24,Himachal Pradesh,Rural+Urban,Female,Unemployment Rate,7.8
2023-24,Jharkhand,Rural+Urban,Female,Unemployment Rate,0.5
2023-24,Karnataka,Rural+Urban,Female,Unemployment Rate,1.9
2023-24,Kerala,Rural+Urban,Female,Unemployment Rate,11.6
2023-24,Madhya Pradesh,Rural+Urban,Female,Unemployment Rate,0.7
2023-24,Maharashtra,Rural+Urban,Female,Unemployment Rate,2.7
2023-24,Manipur,Rural+Urban,Female,Unemployment Rate,7.7
2023-24,Meghalaya,Rural+Urban,Female,Unemployment Rate,8.2
2023-24,Mizoram,Rural+Urban,Female,Unemployment Rate,2.4
2023-24,Nagaland,Rural+Urban,Female,Unemployment Rate,7.1
2023-24,Odisha,Rural+Urban,Female,Unemployment Rate,2.7
2023-24,Punjab,Rural+Urban,Female,Unemployment Rate,6.9
2023-24,Rajasthan,Rural+Urban,Female,Unemployment Rate,4.0
2023-24,Sikkim,Rural+Urban,Female,Unemployment Rate,2.1
2023-24,Tamil Nadu,Rural+Urban,Female,Unemployment Rate,3.8
2023-24,Telangana,Rural+Urban,Female,Unemployment Rate,5.0
2023-24,Tripura,Rural+Urban,Female,Unemployment Rate,1.6
2023-24,Uttarakhand,Rural+Urban,Female,Unemployment Rate,4.1
2023-24,Uttar Pradesh,Rural+Urban,Female,Unemployment Rate,2.5
2023-24,West Bengal,Rural+Urban,Female,Unemployment Rate,3.0
2023-24,Andaman & N. Island,Rural+Urban,Female,Unemployment Rate,20.9
2023-24,Chandigarh,Rural+Urban,Female,Unemployment Rate,15.3
2023-24,Dadra & Nagar Haveli & Daman & Diu,Rural+Urban,Female,Unemployment Rate,1.1
2023-24,Jammu & Kashmir,Rural+Urban,Female,Unemployment Rate,9.7
2023-24,Ladakh,Rural+Urban,Female,Unemployment Rate,8.8
2023-24,Lakshadweep,Rural+Urban,Female,Unemployment Rate,34.9
2023-24,Puducherry,Rural+Urban,Female,Unemployment Rate,5.9
2023-24,Andhra Pradesh,Rural+Urban,Person,Unemployment Rate,4.1
2023-24,Arunachal Pradesh,Rural+Urban,Person,Unemployment Rate,6.1
2023-24,Assam,Rural+Urban,Person,Unemployment Rate,3.9
2023-24,Bihar,Rural+Urban,Person,Unemployment Rate,3.0
2023-24,Chhattisgarh,Rural+Urban,Person,Unemployment Rate,2.5
2023-24,Delhi,Rural+Urban,Person,Unemployment Rate,2.1
2023-24,Goa,Rural+Urban,Person,Unemployment Rate,8.5
2023-24,Gujarat,Rural+Urban,Person,Unemployment Rate,1.1
2023-24,Haryana,Rural+Urban,Person,Unemployment Rate,3.4
2023-24,Himachal Pradesh,Rural+Urban,Person,Unemployment Rate,5.5
2023-24,Jharkhand,Rural+Urban,Person,Unemployment Rate,1.3
2023-24,Karnataka,Rural+Urban,Person,Unemployment Rate,2.7
2023-24,Kerala,Rural+Urban,Person,Unemployment Rate,7.2
2023-24,Madhya Pradesh,Rural+Urban,Person,Unemployment Rate,1.0
2023-24,Maharashtra,Rural+Urban,Person,Unemployment Rate,3.3
2023-24,Manipur,Rural+Urban,Person,Unemployment Rate,6.1
2023-24,Meghalaya,Rural+Urban,Person,Unemployment Rate,6.2
2023-24,Mizoram,Rural+Urban,Person,Unemployment Rate,2.3
2023-24,Nagaland,Rural+Urban,Person,Unemployment Rate,7.1
2023-24,Odisha,Rural+Urban,Person,Unemployment Rate,3.1
2023-24,Punjab,Rural+Urban,Person,Unemployment Rate,5.5
2023-24,Rajasthan,Rural+Urban,Person,Unemployment Rate,4.2
2023-24,Sikkim,Rural+Urban,Person,Unemployment Rate,2.3
2023-24,Tamil Nadu,Rural+Urban,Person,Unemployment Rate,3.5
2023-24,Telangana,Rural+Urban,Person,Unemployment Rate,4.8
2023-24,Tripura,Rural+Urban,Person,Unemployment Rate,1.7
2023-24,Uttarakhand,Rural+Urban,Person,Unemployment Rate,4.3
2023-24,Uttar Pradesh,Rural+Urban,Person,Unemployment Rate,3.1
2023-24,West Bengal,Rural+Urban,Person,Unemployment Rate,2.5
2023-24,Andaman & N. Island,Rural+Urban,Person,Unemployment Rate,11.8
2023-24,Chandigarh,Rural+Urban,Person,Unemployment Rate,7.1
2023-24,Dadra & Nagar Haveli & Daman & Diu,Rural+Urban,Person,Unemployment Rate,2.3
2023-24,Jammu & Kashmir,Rural+Urban,Person,Unemployment Rate,6.1
2023-24,Ladakh,Rural+Urban,Person,Unemployment Rate,5.1
2023-24,Lakshadweep,Rural+Urban,Person,Unemployment Rate,11.9
2023-24,Puducherry,Rural+Urban,Person,Unemployment Rate,4.6
2023-24,Andhra Pradesh,Rural,Male,Worker Population Ratio,75.0
2023-24,Arunachal Pradesh,Rural,Male,Worker Population Ratio,75.6
2023-24,Assam,Rural,Male,Worker Population Ratio,80.8
2023-24,Bihar,Rural,Male,Worker Population Ratio,74.2
2023-24,Chhattisgarh,Rural,Male,Worker Population Ratio,83.2
2023-24,Delhi,Rural,Male,Worker Population Ratio,77.0
2023-24,Goa,Rural,Male,Worker Population Ratio,70.5
2023-24,Gujarat,Rural,Male,Worker Population Ratio,84.5
2023-24,Haryana,Rural,Male,Worker Population Ratio,69.3
2023-24,Himachal Pradesh,Rural,Male,Worker Population Ratio,79.8
2023-24,Jharkhand,Rural,Male,Worker Population Ratio,80.2
2023-24,Karnataka,Rural,Male,Worker Population Ratio,74.4
2023-24,Kerala,Rural,Male,Worker Population Ratio,71.8
2023-24,Madhya Pradesh,Rural,Male,Worker Population Ratio,86.8
2023-24,Maharashtra,Rural,Male,Worker Population Ratio,75.7
2023-24,Manipur,Rural,Male,Worker Population Ratio,68.2
2023-24,Meghalaya,Rural,Male,Worker Population Ratio,81.8
2023-24,Mizoram,Rural,Male,Worker Population Ratio,66.3
2023-24,Nagaland,Rural,Male,Worker Population Ratio,80.7
2023-24,Odisha,Rural,Male,Worker Population Ratio,80.5
2023-24,Punjab,Rural,Male,Worker Population Ratio,76.0
2023-24,Rajasthan,Rural,Male,Worker Population Ratio,77.5
2023-24,Sikkim,Rural,Male,Worker Population Ratio,83.4
2023-24,Tamil Nadu,Rural,Male,Worker Population Ratio,74.3
2023-24,Telangana,Rural,Male,Worker Population Ratio,76.6
2023-24,Tripura,Rural,Male,Worker Population Ratio,79.7
2023-24,Uttarakhand,Rural,Male,Worker Population Ratio,73.2
2023-24,Uttar Pradesh,Rural,Male,Worker Population Ratio,78.4
2023-24,West Bengal,Rural,Male,Worker Population Ratio,82.1
2023-24,Andaman & N. Island,Rural,Male,Worker Population Ratio,78.4
2023-24,Dadra & Nagar Haveli & Daman & Diu,Rural,Male,Worker Population Ratio,82.2
2023-24,Jammu & Kashmir,Rural,Male,Worker Population Ratio,73.4
2023-24,Ladakh,Rural,Male,Worker Population Ratio,71.0
2023-24,Lakshadweep,Rural,Male,Worker Population Ratio,82.0
2023-24,Puducherry,Rural,Male,Worker Population Ratio,73.0
2023-24,Andhra Pradesh,Rural,Female,Worker Population Ratio,49.7
2023-24,Arunachal Pradesh,Rural,Female,Worker Population Ratio,67.5
2023-24,Assam,Rural,Female,Worker Population Ratio,50.9
2023-24,Bihar,Rural,Female,Worker Population Ratio,31.7
2023-24,Chhattisgarh,Rural,Female,Worker Population Ratio,65.0
2023-24,Delhi,Rural,Female,Worker Population Ratio,14.5
2023-24,Goa,Rural,Female,Worker Population Ratio,23.7
2023-24,Gujarat,Rural,Female,Worker Population Ratio,57.8
2023-24,Haryana,Rural,Female,Worker Population Ratio,25.9
2023-24,Himachal Pradesh,Rural,Female,Worker Population Ratio,65.3
2023-24,Jharkhand,Rural,Female,Worker Population Ratio,57.2
2023-24,Karnataka,Rural,Female,Worker Population Ratio,43.1
2023-24,Kerala,Rural,Female,Worker Population Ratio,38.8
2023-24,Madhya Pradesh,Rural,Female,Worker Population Ratio,60.8
2023-24,Maharashtra,Rural,Female,Worker Population Ratio,47.4
2023-24,Manipur,Rural,Female,Worker Population Ratio,46.3
2023-24,Meghalaya,Rural,Female,Worker Population Ratio,71.9
2023-24,Mizoram,Rural,Female,Worker Population Ratio,42.2
2023-24,Nagaland,Rural,Female,Worker Population Ratio,65.0
2023-24,Odisha,Rural,Female,Worker Population Ratio,51.5
2023-24,Punjab,Rural,Female,Worker Population Ratio,32.7
2023-24,Rajasthan,Rural,Female,Worker Population Ratio,57.1
2023-24,Sikkim,Rural,Female,Worker Population Ratio,76.7
2023-24,Tamil Nadu,Rural,Female,Worker Population Ratio,52.7
2023-24,Telangana,Rural,Female,Worker Population Ratio,54.0
2023-24,Tripura,Rural,Female,Worker Population Ratio,50.1
2023-24,Uttarakhand,Rural,Female,Worker Population Ratio,51.2
2023-24,Uttar Pradesh,Rural,Female,Worker Population Ratio,38.5
2023-24,West Bengal,Rural,Female,Worker Population Ratio,42.9
2023-24,Andaman & N. Island,Rural,Female,Worker Population Ratio,45.0
2023-24,Dadra & Nagar Haveli & Daman & Diu,Rural,Female,Worker Population Ratio,72.3
2023-24,Jammu & Kashmir,Rural,Female,Worker Population Ratio,52.8
2023-24,Ladakh,Rural,Female,Worker Population Ratio,50.7
2023-24,Lakshadweep,Rural,Female,Worker Population Ratio,10.4
2023-24,Puducherry,Rural,Female,Worker Population Ratio,40.5
2023-24,Andhra Pradesh,Rural,Person,Worker Population Ratio,62.0
2023-24,Arunachal Pradesh,Rural,Person,Worker Population Ratio,71.7
2023-24,Assam,Rural,Person,Worker Population Ratio,66.1
2023-24,Bihar,Rural,Person,Worker Population Ratio,52.8
2023-24,Chhattisgarh,Rural,Person,Worker Population Ratio,74.1
2023-24,Delhi,Rural,Person,Worker Population Ratio,49.4
2023-24,Goa,Rural,Person,Worker Population Ratio,47.4
2023-24,Gujarat,Rural,Person,Worker Population Ratio,71.3
2023-24,Haryana,Rural,Person,Worker Population Ratio,48.5
2023-24,Himachal Pradesh,Rural,Person,Worker Population Ratio,72.2
2023-24,Jharkhand,Rural,Person,Worker Population Ratio,68.4
2023-24,Karnataka,Rural,Person,Worker Population Ratio,58.7
2023-24,Kerala,Rural,Person,Worker Population Ratio,54.1
2023-24,Madhya Pradesh,Rural,Person,Worker Population Ratio,74.2
2023-24,Maharashtra,Rural,Person,Worker Population Ratio,61.6
2023-24,Manipur,Rural,Person,Worker Population Ratio,57.2
2023-24,Meghalaya,Rural,Person,Worker Population Ratio,76.7
2023-24,Mizoram,Rural,Person,Worker Population Ratio,54.9
2023-24,Nagaland,Rural,Person,Worker Population Ratio,72.7
2023-24,Odisha,Rural,Person,Worker Population Ratio,65.4
2023-24,Punjab,Rural,Person,Worker Population Ratio,54.3
2023-24,Rajasthan,Rural,Person,Worker Population Ratio,67.0
2023-24,Sikkim,Rural,Person,Worker Population Ratio,80.1
2023-24,Tamil Nadu,Rural,Person,Worker Population Ratio,63.1
2023-24,Telangana,Rural,Person,Worker Population Ratio,64.8
